,Tanggal,Jam,Deskripsi Produk,Jumlah Barang
1128,10-02-2021,20:59:34,"Lemon Tea, Ice",1
1129,10-02-2021,20:59:34,"French Fries, Reguler",1
1130,10-02-2021,20:59:34,"Risoles,",1
1131,10-02-2021,19:54:21,"Pink Story, Ice",1
1132,10-02-2021,19:31:49,"Pink Story, Ice",1
1133,10-02-2021,17:13:20,"Pink Story, Ice",1
1134,10-02-2021,14:44:45,"Gula Aren, Original",1
1135,09-02-2021,21:25:28,"Pink Story, Hot",1
1136,09-02-2021,21:20:54,"Flat White,",1
1137,09-02-2021,21:20:54,"Croissant,",2
1138,09-02-2021,21:17:50,"Risoles,",1
1139,09-02-2021,21:16:12,"Pink Story, Ice",2
1140,09-02-2021,21:16:12,"Cinnamon Coffee,",1
1141,09-02-2021,19:31:10,"Croissant,",1
1142,09-02-2021,19:31:10,"Mochacino, Hot",1
1143,09-02-2021,19:15:16,"Coffee Beer,",1
1144,09-02-2021,17:02:50,"Pink Story, Ice",1
1145,09-02-2021,12:29:13,"Garlic Bread,",2
1146,09-02-2021,12:29:13,"Gula Aren, Original",3
1147,08-02-2021,21:30:02,"To - Brew,",1
1148,08-02-2021,21:29:43,"Cafe Latte, Original",1
1149,08-02-2021,20:59:26,"Choco Latte, Ice",1
1150,08-02-2021,20:59:26,"Matcha Latte, Ice",1
1151,08-02-2021,20:59:26,"Garlic Bread,",1
1152,08-02-2021,20:59:26,"Americano, Ice",1
1153,08-02-2021,20:12:20,"Butter Scotch, Ice",1
1154,08-02-2021,19:12:07,"Gula Aren, Original",2
1155,08-02-2021,19:12:07,"Cafe Latte, Original",1
1156,08-02-2021,19:12:07,"Mochacino, Ice",1
1157,08-02-2021,19:12:07,"Americano, Ice",1
1163,08-02-2021,14:43:01,"Lemon Tea, Ice",1
1164,08-02-2021,14:42:17,"Vietnam Drip, Hot",1
1165,08-02-2021,12:50:19,"Butter Scotch, Ice",1
1166,08-02-2021,12:50:19,"Gula Aren, Original",1
1167,07-02-2021,22:05:38,"Cafe Latte, Original",1
1168,07-02-2021,20:51:13,"Pink Story, Ice",1
1169,07-02-2021,20:47:15,"Cinnamon Coffee,",1
1170,07-02-2021,20:47:15,"Pink Story, Ice",2
1171,07-02-2021,20:47:15,"French Fries, Reguler",1
1172,07-02-2021,20:47:15,"Garlic Bread,",1
1173,07-02-2021,19:15:16,"Cafe Latte, Original",1
1174,07-02-2021,19:14:48,"Coffee Beer,",1
1175,07-02-2021,17:32:09,"Cinnamon Coffee,",1
1176,07-02-2021,17:32:09,"Gula Aren, Original",2
1177,07-02-2021,17:32:09,"Cafe Latte, Flavour",1
1178,07-02-2021,17:32:09,"Piccolo, Hot",1
1179,07-02-2021,15:42:56,"Matcha Latte, Ice",1
1180,07-02-2021,15:42:56,"Lemon Tea, Ice",1
1181,07-02-2021,15:42:56,"Long Black,",1
1182,07-02-2021,15:42:56,"Hazelnut,",1
1183,07-02-2021,15:42:56,"Indomie Rebus, Reguler",2
1184,07-02-2021,15:26:50,"Choco Latte, Ice",1
1185,07-02-2021,14:42:34,"French Fries, Reguler",1
1186,07-02-2021,14:42:34,"Indomie Goreng, Telur",6
1187,07-02-2021,14:42:34,"French Fries, Reguler",2
1188,07-02-2021,14:42:34,"Americano, Hot",6
1189,06-02-2021,21:43:22,"Americano, Hot",1
1190,06-02-2021,21:23:09,"Vanilla Milk, Hot",1
1191,06-02-2021,21:22:16,"Butter Scotch, Ice",1
1192,06-02-2021,21:22:16,"Rum,",1
1193,06-02-2021,21:22:16,"Coffee Beer,",1
1194,06-02-2021,21:22:16,"Coffee Crema,",1
1195,06-02-2021,21:22:16,"Indomie Goreng, Reguler",2
1196,06-02-2021,21:22:16,"Croissant,",2
1197,06-02-2021,21:22:16,"Air mineral,",2
1198,06-02-2021,20:52:34,"Coffee Crema,",1
1199,06-02-2021,20:50:18,"Vanilla Milk, Hot",1
1200,06-02-2021,20:50:18,"Cinnamon Coffee,",1
1201,06-02-2021,20:50:18,"French Fries, Reguler",1
1202,06-02-2021,20:25:52,"Cafe Latte, Original",1
1203,06-02-2021,20:19:07,"Mochacino, Ice",1
1204,06-02-2021,20:19:07,"Vietnam Drip, Hot",1
1205,06-02-2021,20:19:07,"Pink Story, Ice",1
1206,06-02-2021,18:57:21,"Vietnam Drip, Hot",1
1207,06-02-2021,18:57:21,"Pink Story, Ice",1
1208,06-02-2021,17:17:54,"Croissant,",2
1209,06-02-2021,17:14:53,"Lemon Tea, Ice",1
1210,06-02-2021,17:14:53,"Choco Latte, Ice",2
1211,06-02-2021,17:14:53,"Indomie Goreng, Reguler",3
1212,06-02-2021,17:14:53,"Gula Aren, Original",1
1213,06-02-2021,17:14:53,"French Fries, Reguler",1
1214,06-02-2021,17:14:53,"Croissant,",1
1215,06-02-2021,17:14:53,"Matcha Latte, Ice",1
1216,06-02-2021,15:55:14,"Lemon Tea, Ice",1
1217,06-02-2021,15:55:14,"Cafe Latte, Flavour",1
1218,06-02-2021,15:34:47,"Gula Aren, Original",2
1219,06-02-2021,13:42:43,"Coffee Beer,",1
1220,06-02-2021,13:42:43,"Black Coldbrew,",1
1221,05-02-2021,21:48:58,"Risoles,",1
1222,05-02-2021,21:48:58,"Pink Story, Ice",1
1223,05-02-2021,21:39:55,"Pink Story, Hot",1
1224,05-02-2021,21:39:55,"V-60, Original",1
1227,05-02-2021,20:50:17,"Hazelnut,",1
1228,05-02-2021,20:49:26,"Gula Aren, Original",1
1229,05-02-2021,20:48:23,"Gula Aren, Original",1
1230,05-02-2021,20:17:08,"Indomie Rebus, Telur",2
1231,05-02-2021,20:17:08,"Gula Aren, Original",1
1232,05-02-2021,20:17:08,"Hazelnut,",1
1233,05-02-2021,20:17:08,"Cafe Latte, Original",1
1234,05-02-2021,20:17:08,"French Fries, Reguler",1
1235,05-02-2021,18:50:57,"Cinnamon Coffee,",1
1236,05-02-2021,18:50:57,"Flat White,",1
1237,05-02-2021,17:28:40,"Pink Story, Ice",2
1238,05-02-2021,15:54:11,"Dragon Tea, Ice",1
1239,05-02-2021,15:54:11,"Cappuchino, Ice",1
1240,05-02-2021,12:20:36,"Cafe Latte, Original",1
1241,05-02-2021,12:20:36,"V-60, Original",1
1242,05-02-2021,11:34:15,"Piccolo, Ice",1
1243,04-02-2021,22:11:53,"Gula Aren, Original",3
1244,04-02-2021,22:11:53,"Cafe Latte, Original",1
1245,04-02-2021,21:44:53,"Iced Latte, Original",1
1246,04-02-2021,21:25:08,"Cafe Latte, Original",1
1247,04-02-2021,21:04:40,"Flat White,",1
1248,04-02-2021,20:19:00,"Gula Aren, Original",1
1249,04-02-2021,20:19:00,"Vanilla Milk, Ice",1
1250,04-02-2021,20:16:34,"Coffee Beer,",1
1251,04-02-2021,20:16:34,"Piccolo, Hot",1
1252,04-02-2021,20:16:34,"French Fries, Reguler",1
1253,04-02-2021,18:55:09,"Cinnamon Coffee,",1
1254,04-02-2021,18:55:09,"Risoles,",1
1255,04-02-2021,18:55:09,"Pink Story, Ice",1
1257,03-02-2021,21:38:42,"Dragon Tea, Ice",1
1258,03-02-2021,21:38:21,"Hazelnut,",1
1259,03-02-2021,21:37:52,"Hazelnut,",1
1260,03-02-2021,21:37:52,"Cinnamon Coffee,",1
1261,03-02-2021,21:37:52,"Risoles,",1
1262,03-02-2021,21:37:52,"Vanilla Milk, Ice",1
1263,03-02-2021,21:27:11,"Coffee Beer,",1
1264,03-02-2021,20:15:28,"Mochacino, Ice",1
1265,03-02-2021,20:14:05,"Choco Latte, Ice",1
1266,03-02-2021,20:14:05,"Cafe Latte, Original",1
1267,03-02-2021,20:01:38,"Dragon Tea, Ice",1
1268,03-02-2021,20:01:38,"Vanilla Milk, Ice",1
1269,03-02-2021,19:48:58,"Risoles,",1
1270,03-02-2021,19:48:58,"Croissant,",1
1271,03-02-2021,19:09:22,"Choco Latte, Ice",1
1272,03-02-2021,19:09:22,"Hazelnut,",1
1273,03-02-2021,19:09:22,"French Fries, Reguler",1
1274,02-02-2021,14:59:11,"Cinnamon Coffee,",1
1275,02-02-2021,14:59:11,"Gula Aren, Original",1
1276,02-02-2021,14:28:05,"Choco Latte, Ice",1
1277,02-02-2021,13:50:23,"Choco Latte, Ice",1
1278,01-02-2021,21:13:17,"French Fries, Reguler",1
1279,01-02-2021,21:12:51,"V-60, Japstyle",1
1280,01-02-2021,21:12:51,"To - Brew,",1
1281,01-02-2021,21:12:30,"Cappuchino, Classic",1
1282,01-02-2021,20:54:56,"V-60, Japstyle",1
1283,01-02-2021,20:54:56,"V-60, Original",2
1284,01-02-2021,20:40:27,"Cappuchino, Classic",1
1285,01-02-2021,19:29:41,"Cinnamon Coffee,",1
1286,01-02-2021,19:29:41,"Risoles,",1
1287,01-02-2021,19:29:41,"French Fries, Reguler",1
1288,01-02-2021,19:29:41,"Garlic Bread,",1
1289,01-02-2021,19:29:41,"Matcha Latte, Ice",1
1290,01-02-2021,19:14:15,"Lemon Tea, Ice",1
1291,01-02-2021,19:14:15,"Matcha Latte, Ice",1
1292,01-02-2021,18:36:38,"Indomie Rebus, Reguler",1
1293,01-02-2021,18:36:38,"Croissant,",1
1294,01-02-2021,18:36:38,"Matcha Latte, Hot",1
1295,01-02-2021,16:33:54,"Lemon Tea, Ice",1
1296,01-02-2021,16:33:54,"Cafe Latte, Original",1
1297,01-02-2021,15:29:08,"Matcha Latte, Ice",1
1298,31-01-2021,21:09:43,"Vietnam Drip, Ice",1
1299,31-01-2021,21:09:43,"Matcha Latte, Hot",1
1300,31-01-2021,21:09:27,"Matcha Latte, Hot",1
1301,31-01-2021,21:09:27,"Matcha Latte, Ice",1
1302,31-01-2021,21:09:27,"Coffee Beer,",1
1303,31-01-2021,20:13:39,"French Fries, Reguler",1
1304,31-01-2021,20:13:39,"Coffee Beer,",1
1305,31-01-2021,20:13:04,"French Fries, Reguler",1
1306,31-01-2021,20:13:04,"Vanilla Milk, Hot",2
1307,31-01-2021,15:51:32,"Gula Aren, Original",1
1308,31-01-2021,15:51:32,"Butter Scotch, Ice",1
1309,31-01-2021,15:51:32,"Croissant,",2
1310,31-01-2021,12:59:22,"Gula Aren, Original",2
1311,31-01-2021,12:59:22,"Lemon Tea, Ice",1
1312,30-01-2021,21:58:21,"Cafe Latte, Original",1
1313,30-01-2021,21:38:57,"Cafe Latte, Original",1
1314,30-01-2021,21:38:57,"Cafe Latte, Flavour",1
1315,30-01-2021,21:36:59,"Lemon Tea, Ice",2
1316,30-01-2021,21:36:59,"Vanilla Milk, Ice",1
1317,30-01-2021,21:36:59,"Risoles,",1
1318,30-01-2021,21:35:53,"Choco Latte, Hot",1
1319,30-01-2021,21:35:53,"Vanilla Milk, Ice",1
1320,30-01-2021,21:35:53,"Risoles,",1
1321,30-01-2021,21:21:47,"White Coldbrew,",1
1322,30-01-2021,20:59:42,"Lemon Tea, Ice",1
1323,30-01-2021,20:24:47,"Piccolo, Ice",1
1324,30-01-2021,20:21:38,"Lemon Tea, Ice",1
1325,30-01-2021,20:19:28,"Garlic Bread,",1
1326,30-01-2021,19:41:44,"Garlic Bread,",1
1327,30-01-2021,19:31:56,"Americano, Ice",1
1328,30-01-2021,19:31:56,"Croissant,",1
1329,30-01-2021,19:30:23,"Cinnamon Coffee,",1
1330,30-01-2021,19:28:36,"Vanilla Milk, Ice",2
1331,30-01-2021,19:28:36,"French Fries, Reguler",1
1332,30-01-2021,19:22:47,"Black Coldbrew,",1
1333,30-01-2021,19:11:03,"Americano, Ice",1
1334,30-01-2021,19:11:03,"Croissant,",1
1335,30-01-2021,18:59:04,mie+telor,1
1336,30-01-2021,18:25:51,"Matcha Latte, Hot",1
1337,30-01-2021,18:22:11,"Hazelnut,",1
1338,30-01-2021,18:21:29,"Matcha Latte, Ice",1
1339,30-01-2021,18:21:29,"French Fries, Reguler",1
1340,30-01-2021,18:19:11,"Pink Story, Ice",1
1341,30-01-2021,18:10:16,"Vanilla Milk, Ice",1
1342,30-01-2021,18:10:16,"Pink Story, Ice",1
1343,30-01-2021,18:10:16,"Garlic Bread,",1
1344,30-01-2021,18:10:16,"To - Brew,",1
1345,30-01-2021,17:20:41,"Hazelnut,",2
1347,30-01-2021,12:53:53,"Black Coldbrew,",1
1348,29-01-2021,21:01:16,"Vanilla Milk, Hot",1
1349,29-01-2021,21:01:16,"Choco Latte, Hot",1
1350,29-01-2021,20:27:51,"Iced Latte, Gula Aren",1
1353,29-01-2021,13:44:03,"Gula Aren, Original",1
1354,29-01-2021,13:44:03,"Cafe Latte, Original",1
1355,28-01-2021,20:59:58,"Vietnam Drip, Hot",2
1356,28-01-2021,20:59:58,"V-60, Original",1
1357,28-01-2021,20:08:16,"Iced Latte, Flavour",2
1358,28-01-2021,16:53:53,"Cafe Latte, Flavour",1
1359,28-01-2021,16:53:53,"Lemon Tea, Ice",1
1360,28-01-2021,16:46:56,"Coffee Beer,",1
1361,28-01-2021,16:46:56,"Lemon Tea, Ice",1
1362,28-01-2021,12:52:08,"Dip Coffee, 4 Pcs",1
1363,28-01-2021,12:49:18,"Vietnam Drip, Ice",1
1364,28-01-2021,12:49:18,"Salted Caramel,",1
1365,27-01-2021,21:22:41,"Vietnam Drip, Hot",1
1366,27-01-2021,21:22:29,"V-60, Original",1
1367,27-01-2021,21:22:29,"Piccolo, Ice",1
1368,27-01-2021,21:22:03,"To - Brew,",1
1369,27-01-2021,19:35:40,"Cafe Latte, Original",1
1370,27-01-2021,19:14:32,"Cinnamon Coffee,",1
1371,27-01-2021,12:52:25,"Coffee Beer,",1
1372,27-01-2021,11:10:41,"Cafe Latte, Original",1
1373,27-01-2021,10:57:00,"Hazelnut,",1
1374,27-01-2021,10:57:00,"Cafe Latte, Original",1
1375,26-01-2021,20:24:47,"Cafe Latte, Original",1
1376,26-01-2021,20:24:47,"Rum,",1
1377,26-01-2021,19:42:41,"Garlic Bread,",1
1378,26-01-2021,19:41:59,"Americano, Ice",1
1379,26-01-2021,19:41:59,"V-60, Original",1
1380,26-01-2021,19:08:14,"Pink Story, Hot",1
1381,26-01-2021,19:07:41,"V-60, Original",1
1382,26-01-2021,19:06:38,"Choco Latte, Ice",1
1383,26-01-2021,19:06:16,"Mochacino, Hot",1
1384,26-01-2021,18:05:46,"Lemon Tea, Ice",1
1385,26-01-2021,18:04:28,"Lemon Tea, Ice",1
1386,26-01-2021,18:04:28,"Milk Tea, Ice",1
1387,26-01-2021,14:19:02,"Vanilla Milk, Ice",1
1388,26-01-2021,14:19:02,"Gula Aren, Original",1
1389,26-01-2021,14:00:42,"Hazelnut,",1
1390,26-01-2021,14:00:42,"Cafe Latte, Original",1
1391,26-01-2021,14:00:42,"Hazelnut,",1
1392,26-01-2021,13:09:51,"Rum,",1
1393,26-01-2021,13:09:51,"Indomie Goreng, Telur",1
1394,25-01-2021,19:37:43,"Lemon Tea, Ice",1
1395,25-01-2021,17:27:06,"Cafe Latte, Original",1
1396,25-01-2021,17:27:06,"Indomie Rebus, Reguler",2
1397,24-01-2021,21:18:23,"V-60, Japstyle",1
1398,24-01-2021,21:18:23,"Cafe Latte, Original",1
1399,24-01-2021,21:18:23,"Garlic Bread,",1
1400,24-01-2021,21:18:23,"Croissant,",1
1401,24-01-2021,20:45:22,"Gula Aren, Original",1
1402,24-01-2021,20:45:22,"Cafe Latte, Original",1
1403,24-01-2021,18:10:32,"Butter Scotch, Ice",1
1404,24-01-2021,18:10:32,"Extra Shoot,",1
1405,24-01-2021,18:10:32,"Croissant,",1
1406,24-01-2021,12:27:25,"Vietnam Drip, Hot",1
1407,23-01-2021,21:12:37,"Mochacino, Hot",1
1408,23-01-2021,21:08:19,"Hazelnut,",1
1409,23-01-2021,21:08:19,"V-60, Japstyle",1
1410,23-01-2021,21:03:43,"Lemon Tea, Ice",1
1411,23-01-2021,21:02:03,"Cappuchino, Classic",2
1412,23-01-2021,21:01:15,"Coffee Beer,",1
1413,23-01-2021,21:01:15,"Risoles,",1
1414,23-01-2021,21:01:15,"Hazelnut,",1
1415,23-01-2021,19:34:02,"Lemon Tea, Ice",1
1416,23-01-2021,19:18:42,"Croissant,",2
1417,23-01-2021,19:18:42,"Lemon Tea, Ice",1
1418,23-01-2021,16:37:00,"Butter Scotch, Ice",1
1419,23-01-2021,16:37:00,"Coffee Beer,",1
1420,23-01-2021,14:23:14,"Dragon Tea, Hot",1
1421,22-01-2021,21:09:48,"Vietnam Drip, Hot",1
1422,22-01-2021,21:09:48,"Matcha Latte, Ice",1
1423,22-01-2021,21:07:23,"Cafe Latte, Flavour",1
1424,22-01-2021,21:06:28,"Vietnam Drip, Hot",1
1425,22-01-2021,21:06:11,"Coffee & Cream,",1
1426,22-01-2021,20:50:59,"Dragon Tea, Hot",1
1427,22-01-2021,20:47:03,"Vietnam Drip, Ice",1
1428,22-01-2021,20:27:42,"Cafe Latte, Original",1
1429,22-01-2021,20:14:57,"Coffee & Cream,",1
1430,22-01-2021,17:34:17,"Risoles,",1
1431,22-01-2021,17:01:31,"Dragon Tea, Ice",1
1432,22-01-2021,17:01:31,"Lemon Tea, Ice",1
1433,22-01-2021,16:29:48,"Milk Tea, Ice",1
1434,22-01-2021,16:29:48,"Risoles,",1
1435,22-01-2021,15:06:11,"Garlic Bread,",1
1436,22-01-2021,15:06:11,"Matcha Latte, Ice",1
1437,22-01-2021,15:04:10,"Gula Aren, Original",1
1438,22-01-2021,15:02:07,"Americano, Ice",1
1439,21-01-2021,21:39:50,"Lemon Tea, Hot",1
1440,21-01-2021,21:36:00,"Coffee Beer,",1
1441,21-01-2021,21:36:00,"Coffee & Cream,",1
1442,21-01-2021,20:04:18,"Vanilla Milk, Hot",1
1443,20-01-2021,21:40:18,"Vanilla Milk, Hot",1
1444,20-01-2021,20:16:03,"Vietnam Drip, Hot",1
1445,20-01-2021,20:16:03,"Matcha Latte, Ice",1
1446,20-01-2021,18:19:07,"Pink Story, Hot",1
1447,20-01-2021,18:19:07,"Vanilla Milk, Hot",1
1448,20-01-2021,18:19:07,"Garlic Bread,",1
1449,20-01-2021,18:19:07,"Risoles,",1
1450,20-01-2021,17:02:57,"Pink Story, Ice",1
1451,20-01-2021,17:02:57,"Milk Tea, Ice",1
1452,20-01-2021,15:03:35,"Gula Aren, Original",1
1453,20-01-2021,13:34:39,"Cafe Latte, Original",1
1454,19-01-2021,21:11:57,"Pink Story, Hot",1
1455,19-01-2021,21:11:57,"Croissant,",1
1456,19-01-2021,21:11:57,"Garlic Bread,",1
1457,19-01-2021,21:09:41,"Cafe Latte, Original",1
1458,19-01-2021,18:54:00,"Choco Latte, Hot",1
1459,19-01-2021,00:18:10,"Gula Aren, Original",2
1460,19-01-2021,00:17:59,"Extra Shoot,",1
1461,19-01-2021,00:17:59,"Gula Aren, Original",1
1462,19-01-2021,00:17:59,"Croissant,",3
1463,18-01-2021,20:28:24,"Vietnam Drip, Ice",1
1464,18-01-2021,20:28:24,"Pink Story, Ice",1
1465,18-01-2021,20:28:24,"Indomie Rebus, Reguler",2
1466,18-01-2021,19:47:42,"Cafe Latte, Original",1
1467,18-01-2021,17:24:45,"Gula Aren, Original",1
1468,18-01-2021,15:27:21,"Cafe Latte, Original",1
1469,17-01-2021,22:10:52,"Vietnam Drip, Hot",1
1470,17-01-2021,22:10:52,"V-60, Original",1
1471,17-01-2021,22:10:52,"Pink Story, Ice",1
1472,17-01-2021,22:10:52,"Milk Tea, Hot",1
1473,17-01-2021,22:10:52,"Garlic Bread,",1
1474,17-01-2021,22:10:52,"Croissant,",2
1475,17-01-2021,22:10:52,"Risoles,",1
1476,17-01-2021,21:18:19,"Cafe Latte, Original",1
1477,17-01-2021,21:17:51,"Coffee Beer,",1
1478,17-01-2021,21:17:51,"Americano, Ice",1
1479,17-01-2021,21:17:51,"Gula Aren, Original",1
1480,17-01-2021,21:04:27,Cafe latte extra shoot,1
1481,17-01-2021,20:19:08,"Vanilla Milk, Hot",1
1482,17-01-2021,20:07:31,"Vanilla Milk, Hot",1
1483,17-01-2021,15:13:48,"Gula Aren, Original",2
1484,17-01-2021,15:13:48,"Pink Story, Ice",1
1485,16-01-2021,22:04:01,"Choco Latte, Hot",1
1486,16-01-2021,22:04:01,"Vanilla Milk, Hot",1
1487,16-01-2021,22:02:58,"Cafe Latte, Original",1
1488,16-01-2021,21:40:35,"Coffee Beer,",1
1489,16-01-2021,21:40:35,"Vietnam Drip, Hot",1
1490,16-01-2021,21:40:35,"Risoles,",1
1491,16-01-2021,21:40:35,"Garlic Bread,",1
1492,16-01-2021,21:40:35,"Coffee Beer,",2
1493,16-01-2021,20:13:38,"Cafe Latte, Original",1
1494,16-01-2021,20:13:38,"Garlic Bread,",1
1495,16-01-2021,17:57:38,"Americano, Hot",1
1496,16-01-2021,17:57:38,"Croissant,",1
1497,16-01-2021,16:05:36,"Garlic Bread,",1
1498,16-01-2021,16:03:59,"Pink Story, Ice",1
1499,16-01-2021,16:03:59,"Lemon Tea, Ice",2
1500,16-01-2021,16:03:59,"Coffee & Cream,",1
1501,15-01-2021,21:14:21,"Cappuchino, Classic",1
1502,15-01-2021,20:07:31,"Gula Aren, Original",1
1503,15-01-2021,20:07:31,"Risoles,",1
1504,15-01-2021,19:42:20,"Croissant,",3
1505,15-01-2021,18:43:27,"Choco Latte, Hot",1
1506,15-01-2021,18:43:27,"Coffee & Cream,",1
1507,15-01-2021,18:43:27,"Americano, Ice",1
1508,15-01-2021,18:43:27,lemon,1
1509,15-01-2021,18:25:54,"Vietnam Drip, Ice",1
1510,15-01-2021,18:25:54,"Mochacino, Ice",1
1511,15-01-2021,12:29:53,"Cappuchino, Classic",1
1512,14-01-2021,21:06:54,"Cappuchino, Classic",1
1513,14-01-2021,19:55:09,"Vietnam Drip, Ice",1
1514,14-01-2021,19:34:39,"Mochacino, Ice",1
1515,14-01-2021,19:34:39,"Croissant,",2
1516,14-01-2021,19:33:37,"Cappuchino, Magic",1
1517,14-01-2021,19:33:37,"Risoles,",1
1518,14-01-2021,19:33:37,"Croissant,",1
1519,14-01-2021,18:24:35,"V-60, Japstyle",1
1520,14-01-2021,18:23:00,"Pink Story, Ice",1
1521,14-01-2021,18:23:00,"Mochacino, Hot",1
1522,14-01-2021,18:23:00,"To - Brew,",1
1523,14-01-2021,13:17:26,"Vietnam Drip, Ice",1
1524,14-01-2021,13:17:26,"Gula Aren, Original",1
1525,13-01-2021,21:22:53,"Gula Aren, Original",1
1526,13-01-2021,21:08:51,"Vanilla Milk, Hot",1
1527,13-01-2021,21:08:51,"Coffee Beer,",1
1528,13-01-2021,21:08:51,"Risoles,",1
1529,13-01-2021,21:08:51,"Cafe Latte, Original",1
1530,13-01-2021,20:39:27,"Mochacino, Hot",1
1531,13-01-2021,19:41:14,"Long Black,",1
1532,13-01-2021,19:39:57,"Cafe Latte, Original",1
1533,13-01-2021,18:43:31,"Dragon Tea, Ice",1
1534,13-01-2021,18:43:31,"Gula Aren, Original",1
1535,13-01-2021,18:42:38,"Gula Aren, Original",1
1536,13-01-2021,18:42:38,"Pink Story, Ice",1
1537,13-01-2021,18:23:29,"Gula Aren, Original",1
1538,13-01-2021,17:14:07,"Gula Aren, Original",1
1539,13-01-2021,17:14:07,"Cafe Latte, Original",1
1540,13-01-2021,17:14:07,"Choco Latte, Hot",1
1541,13-01-2021,16:55:04,"Lemon Tea, Ice",1
1542,13-01-2021,16:55:04,"Choco Latte, Ice",1
1543,13-01-2021,16:55:04,"Cappuchino, Ice",1
1544,13-01-2021,16:55:04,"Risoles,",1
1545,13-01-2021,16:55:04,"Garlic Bread,",1
1546,13-01-2021,16:19:17,"Lemon Tea, Ice",1
1547,13-01-2021,16:19:17,"Piccolo, Ice",1
1548,13-01-2021,16:19:17,"Piccolo, Hot",3
1549,12-01-2021,21:33:23,"Choco Latte, Hot",1
1550,12-01-2021,21:05:36,"Mochacino, Ice",1
1551,12-01-2021,21:05:36,"Gula Aren, Original",1
1552,12-01-2021,21:05:36,"Lemon Tea, Ice",1
1553,12-01-2021,20:34:41,"Cafe Latte, Original",1
1554,12-01-2021,20:34:41,"Extra Shoot,",1
1555,12-01-2021,20:34:41,"Risoles,",1
1556,12-01-2021,20:18:24,"Croissant,",6
1557,12-01-2021,20:06:04,"Cappuchino, Classic",1
1558,12-01-2021,20:06:04,"Coffee Crema,",1
1559,12-01-2021,20:06:04,"V-60, Original",1
1560,11-01-2021,22:28:02,"Americano, Ice",2
1561,11-01-2021,20:23:44,"V-60, Original",1
1562,11-01-2021,19:10:30,"Croissant,",1
1563,11-01-2021,19:10:30,"Cafe Latte, Flavour",1
1564,10-01-2021,21:14:25,"Mochacino, Hot",1
1565,10-01-2021,21:14:25,"Garlic Bread,",1
1566,10-01-2021,20:49:32,"Pink Story, Hot",1
1567,10-01-2021,20:49:32,"Cinnamon Coffee,",1
1568,10-01-2021,20:49:32,"Matcha Latte, Ice",1
1569,10-01-2021,18:15:23,"Gula Aren, Original",1
1570,10-01-2021,13:53:02,"Lemon Tea, Ice",1
1571,10-01-2021,13:53:02,"Gula Aren, Original",1
1572,10-01-2021,12:23:20,"Garlic Bread,",1
1573,10-01-2021,12:23:20,"Choco Latte, Hot",1
1574,10-01-2021,11:25:43,"Lemon Tea, Ice",1
1575,10-01-2021,11:25:43,"Garlic Bread,",1
1576,09-01-2021,20:53:57,"Croissant,",1
1577,09-01-2021,20:53:57,garlic bread,1
1578,09-01-2021,20:53:39,"Vanilla Milk, Hot",1
1579,09-01-2021,19:40:07,"Vietnam Drip, Hot",1
1580,09-01-2021,19:40:07,"Mochacino, Ice",1
1581,09-01-2021,19:40:07,"Croissant,",2
1582,09-01-2021,18:58:58,"Gula Aren, Original",1
1583,09-01-2021,18:57:45,"Pink Story, Ice",1
1584,09-01-2021,18:57:45,"Croissant,",2
1585,09-01-2021,17:57:52,"Cafe Latte, Flavour",1
1586,09-01-2021,17:57:20,"Lemon Tea, Hot",1
1587,08-01-2021,21:40:01,"Cafe Latte, Flavour",1
1589,08-01-2021,21:05:58,"Pink Story, Hot",1
1590,08-01-2021,20:51:27,"Flat White,",1
1591,08-01-2021,20:47:50,"Coffee & Cream,",1
1592,08-01-2021,20:47:50,"Vietnam Drip, Ice",1
1593,08-01-2021,20:36:48,"Milk Tea, Hot",1
1594,08-01-2021,20:36:48,"Indomie Goreng, Reguler",2
1595,08-01-2021,16:18:28,"V-60, Japstyle",1
1596,08-01-2021,14:11:20,"Croissant,",1
1597,07-01-2021,21:41:32,"Vanilla Milk, Hot",1
1598,07-01-2021,21:10:36,"Gula Aren, Original",1
1599,07-01-2021,21:09:44,"Long Black,",1
1600,07-01-2021,21:09:44,"Croissant,",1
1601,07-01-2021,21:07:50,"V-60, Japstyle",2
1602,07-01-2021,21:07:50,lemon,1
1603,07-01-2021,20:12:54,"Milk Tea, Ice",1
1604,07-01-2021,18:02:49,"Coffee Beer,",1
1605,07-01-2021,16:39:03,"Cafe Latte, Original",2
1606,07-01-2021,16:39:03,"Indomie Goreng, Reguler",2
1607,07-01-2021,12:00:02,"Cafe Latte, Original",1
1608,07-01-2021,12:00:02,"Mochacino, Hot",4
1609,07-01-2021,12:00:02,"Pink Story, Hot",1
1610,07-01-2021,12:00:02,"Croissant,",5
1611,06-01-2021,19:58:30,"Americano, Hot",1
1612,06-01-2021,19:58:30,"Piccolo, Hot",1
1613,06-01-2021,19:58:30,"Gula Aren, Original",2
1614,06-01-2021,19:58:30,"Vanilla Milk, Hot",1
1615,06-01-2021,19:57:33,"Cafe Latte, Original",1
1616,06-01-2021,19:57:33,"Cafe Latte, Flavour",1
1617,06-01-2021,19:56:41,"Lemon Tea, Ice",1
1618,06-01-2021,19:56:41,"Long Black,",1
1619,06-01-2021,19:30:04,"Gula Aren, Original",1
1620,06-01-2021,19:23:33,"Gula Aren, Original",1
